CANDIDATE_ID,CANDIDATE_NAME,AGE,CONSTITUENCY,STATE,PARTY,NO_PENDING_CRIMINAL_CASES,EDUCATION,EARNINGS,STATE_LITERACY_RATE,STATE_SEAT_SHARE,PARTY_GRP_IDX,AGE_GROUP_IDX,EDUCATION_GROUP_IDX,DELTA_STATE_VOTER_TURNOUT,NO_OF_PHASES,RE_CONTEST,SEX,WINNER,TOTAL_VOTES,VOTING_PERCENTAGE
7191,MONGOL YOMSO,47,ARUNACHAL EAST,ARUNACHAL PRADESH,Peoples Party of Arunachal,0,12th Pass,10452925.0,0.6695,0.004,2,3,2,-0.0174,1,0,M,0,22937.0,0.0781
7192,BANDEY MILI,38,ARUNACHAL EAST,ARUNACHAL PRADESH,JD(S),0,12th Pass,12720974.0,0.6695,0.004,2,4,2,-0.0174,1,0,M,0,15958.0,0.0543
7190,LOWANGCHA WANGLAT,69,ARUNACHAL EAST,ARUNACHAL PRADESH,INC,0,Graduate,349361526.0,0.6695,0.004,3,1,3,-0.0174,1,0,M,0,83935.0,0.2857
7185,NABAM TUKI,51,ARUNACHAL WEST,ARUNACHAL PRADESH,INC,1,Graduate,797994759.0,0.6695,0.004,3,2,3,-0.0174,1,0,M,0,50953.0,0.14220000000000002
7188,JOMIN NYOKIR KARA,38,ARUNACHAL WEST,ARUNACHAL PRADESH,AIFB,0,Graduate,23990000.0,0.6695,0.004,2,4,3,-0.0174,1,0,M,0,1921.0,0.0054
5123,KIREN RIJIJU,47,ARUNACHAL WEST,ARUNACHAL PRADESH,BJP,0,Graduate Professional,15279000.0,0.6695,0.004,3,3,3,-0.0174,1,0,M,1,225796.0,0.6302000000000001
7186,SUBU KECHI,45,ARUNACHAL WEST,ARUNACHAL PRADESH,Peoples Party of Arunachal,0,Graduate Professional,1955000.0,0.6695,0.004,2,3,3,-0.0174,1,0,M,0,4766.0,0.013300000000000001
7189,KHYODA APIK,42,ARUNACHAL WEST,ARUNACHAL PRADESH,NPP,1,12th Pass,290970336.0,0.6695,0.004,2,3,2,-0.0174,1,0,M,0,27119.0,0.0757
5124,RUMAK JOMOH,32,ARUNACHAL WEST,ARUNACHAL PRADESH,IND,0,Graduate Professional,55855.0,0.6695,0.004,1,4,3,-0.0174,1,0,M,0,1946.0,0.0054
7187,JARJUM ETE,56,ARUNACHAL WEST,ARUNACHAL PRADESH,JD(S),0,Post Graduate,38265000.0,0.6695,0.004,2,2,4,-0.0174,1,0,F,0,43920.0,0.1226
10073,MD ZAHIR ALAM,62,ASANSOL,WEST BENGAL,Bahujan Mukti Party,0,Post Graduate,1748.0,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,12677.0,0.0102
10076,SREEMATI (MOON MOON) DEV VARMA (SEN),65,ASANSOL,WEST BENGAL,AITC,0,Post Graduate,101582564.0,0.7708,0.077,3,1,4,-0.0155,7,0,F,0,435741.0,0.3519
10070,GOURANGA CHATTERJEE,59,ASANSOL,WEST BENGAL,CPI(M),3,Post Graduate,1618401.0,0.7708,0.077,3,2,4,-0.0155,7,0,M,0,87608.0,0.0708
10074,ABHISHEK KUMAR SINGH,49,ASANSOL,WEST BENGAL,SHS,0,Post Graduate,1893200.0,0.7708,0.077,2,3,4,-0.0155,7,0,M,0,5761.0,0.0047
10077,SANDIP SARKAR,53,ASANSOL,WEST BENGAL,BSP,0,8th Pass,11300.0,0.7708,0.077,3,2,0,-0.0155,7,0,M,0,7860.0,0.0063
10068,AMARNATH CHOWDHURY,63,ASANSOL,WEST BENGAL,SUCI(C),0,Post Graduate,10665432.0,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,4383.0,0.0034999999999999996
10071,BABUL SUPRIYA BARAL,48,ASANSOL,WEST BENGAL,BJP,4,Graduate,53512642.0,0.7708,0.077,3,3,3,-0.0155,7,0,M,1,633378.0,0.5115999999999999
10075,BISWARUP MONDAL,37,ASANSOL,WEST BENGAL,INC,0,10th Pass,7533637.0,0.7708,0.077,3,4,1,-0.0155,7,0,M,0,21038.0,0.017
10078,KAJAL BANERJEE,53,ASANSOL,WEST BENGAL,IND,0,Graduate,13600.0,0.7708,0.077,1,2,3,-0.0155,7,0,M,0,5176.0,0.0042
10069,SWARAJ DAS,52,ASANSOL,WEST BENGAL,IND,1,Graduate,1150695.0,0.7708,0.077,1,2,3,-0.0155,7,0,M,0,10066.0,0.008100000000000001
5404,ANITA SUBHADARSHINI,47,ASKA,ODISHA,BJP,0,Post Graduate,-1749050.0,0.7345,0.039,3,3,4,-0.0073,4,0,F,0,348042.0,0.3433
5872,PURNA CHANDRA NAYAK,29,ASKA,ODISHA,BSP,0,Graduate,20000.0,0.7345,0.039,3,5,3,-0.0073,4,0,M,0,8549.0,0.0084
5405,RAMA KRUSHNA PANDA,47,ASKA,ODISHA,CPI,1,Post Graduate,329980.0,0.7345,0.039,3,3,4,-0.0073,4,0,M,0,59978.0,0.0592
4969,SANKAR SAHU,43,ASKA,ODISHA,CPI(ML) Red Star,0,Post Graduate,541935.0,0.7345,0.039,1,3,4,-0.0073,4,0,M,0,5999.0,0.0059
8591,K. SHYAMBABU SUBUDHI,83,ASKA,ODISHA,IND,0,12th Pass,1000.0,0.7345,0.039,1,1,2,-0.0073,4,0,M,0,7476.0,0.0074
5406,RAJEEB CHANDRA KHADANGA,45,ASKA,ODISHA,AIFB,1,Graduate,1110096.0,0.7345,0.039,2,3,3,-0.0073,4,0,M,0,5987.0,0.0059
5171,PRAMILA BISOYI,70,ASKA,ODISHA,BJD,0,5th Pass,732470.0,0.7345,0.039,2,1,0,-0.0073,4,0,F,1,552749.0,0.5452
4970,CHAKRADHAR SAHU,62,ASKA,ODISHA,IND,0,12th Pass,10071000.0,0.7345,0.039,1,1,2,-0.0073,4,0,M,0,7738.0,0.0076
9126,SUNIL SOMAN,49,ATTINGAL,KERALA,IND,0,10th Pass,14110.0,0.9391,0.037000000000000005,1,3,1,0.0373,1,0,M,0,5433.0,0.0054
9129,P.RAMSAGAR,48,ATTINGAL,KERALA,IND,0,12th Pass,563290.0,0.9391,0.037000000000000005,1,3,2,0.0373,1,0,M,0,1568.0,0.0016
9108,ADOOR PRAKASH,63,ATTINGAL,KERALA,INC,7,Graduate Professional,116475927.0,0.9391,0.037000000000000005,3,1,3,0.0373,1,0,M,1,380995.0,0.3791
9111,SOBHA SURENDRAN,45,ATTINGAL,KERALA,BJP,40,Graduate,1981638.0,0.9391,0.037000000000000005,3,3,3,0.0373,1,0,F,0,248081.0,0.2469
9114,SHAILAJA,34,ATTINGAL,KERALA,IND,0,10th Pass,125190.0,0.9391,0.037000000000000005,1,4,1,0.0373,1,0,F,0,2146.0,0.0021
9123,AJMAL ISMAIL,36,ATTINGAL,KERALA,SDPI,3,Graduate Professional,1308680.0,0.9391,0.037000000000000005,1,4,3,0.0373,1,0,M,0,5429.0,0.0054
9127,VIPINLAL PALODE,30,ATTINGAL,KERALA,BSP,1,Post Graduate,-693398.0,0.9391,0.037000000000000005,3,4,4,0.0373,1,0,M,0,4068.0,0.004
9130,K.G.MOHANAN,59,ATTINGAL,KERALA,IND,0,10th Pass,100000.0,0.9391,0.037000000000000005,1,2,1,0.0373,1,0,M,0,1146.0,0.0011
9109,MAHEEN THEVARUPARA,31,ATTINGAL,KERALA,IND,0,10th Pass,335500.0,0.9391,0.037000000000000005,1,4,1,0.0373,1,0,M,0,1084.0,0.0011
9112,DEVADATHAN,70,ATTINGAL,KERALA,IND,0,10th Pass,75000.0,0.9391,0.037000000000000005,1,1,1,0.0373,1,0,M,0,268.0,0.0003
9115,ATTINGAL AJITH KUMAR,51,ATTINGAL,KERALA,IND,0,10th Pass,50800.0,0.9391,0.037000000000000005,1,2,1,0.0373,1,0,M,0,781.0,0.0008
9125,IRINJAYAM SURESH,45,ATTINGAL,KERALA,IND,0,10th Pass,0.0,0.9391,0.037000000000000005,1,3,1,0.0373,1,0,M,0,412.0,0.0004
9128,PRAKASH G,59,ATTINGAL,KERALA,IND,0,10th Pass,2102411.0,0.9391,0.037000000000000005,1,2,1,0.0373,1,0,M,0,402.0,0.0004
9131,VIVEKANANDHAN,71,ATTINGAL,KERALA,IND,0,8th Pass,425999.0,0.9391,0.037000000000000005,1,1,0,0.0373,1,0,M,0,668.0,0.0007000000000000001
9107,A.SAMPATH,56,ATTINGAL,KERALA,CPI(M),0,Doctorate,34837355.0,0.9391,0.037000000000000005,3,2,5,0.0373,1,0,M,0,342748.0,0.3411
9110,ANITHA,34,ATTINGAL,KERALA,IND,0,Graduate,25000.0,0.9391,0.037000000000000005,1,4,3,0.0373,1,0,F,0,436.0,0.0004
9113,SATHEESH KUMAR,38,ATTINGAL,KERALA,IND,0,10th Pass,743440.0,0.9391,0.037000000000000005,1,4,1,0.0373,1,0,M,0,2179.0,0.0022
9116,MANOJ M,30,ATTINGAL,KERALA,IND,0,10th Pass,69850.0,0.9391,0.037000000000000005,1,4,1,0.0373,1,0,M,0,1004.0,0.001
8689,MAHAMAD JAKIR ABDUL KADAR,43,AURANGABAD,BIHAR,Bharat Prabhat Party,0,12th Pass,229500.0,0.6382,0.073,1,3,2,0.0181,7,0,M,0,3198.0,0.0027
8515,SUBHASH KISANRAO PATIL,57,AURANGABAD,BIHAR,Maharashtra Swabhimaan Paksh,2,Graduate,18950518.0,0.6382,0.073,1,2,3,0.0181,7,0,M,0,1878.0,0.0016
10874,KHAN AEJAZ AHEMAD,44,AURANGABAD,BIHAR,IND,1,12th Pass,1028150.0,0.6382,0.073,1,3,2,0.0181,7,0,M,0,5043.0,0.0042
10877,RAVINDRA BHANUDAS KALE,39,AURANGABAD,BIHAR,IND,0,10th Pass,917481.0,0.6382,0.073,1,4,1,0.0181,7,0,M,0,922.0,0.0008
10880,HARSHWARDHANDADA RAIBHANJI JADHAV,41,AURANGABAD,BIHAR,IND,2,Graduate,112934946.0,0.6382,0.073,1,3,3,0.0181,7,0,M,0,283798.0,0.2368
5392,UPENDRA PRASAD,55,AURANGABAD,BIHAR,Hindustani Awam Morcha (Secular),0,Post Graduate,19922372.0,0.6382,0.073,1,2,4,0.0181,7,0,M,0,357169.0,0.38200000000000006
5172,NARESH YADAV,34,AURANGABAD,BIHAR,BSP,5,Literate,11850177.0,0.6382,0.073,3,4,0,0.0181,7,0,M,0,33772.0,0.0361
8680,SHAIKH NADIM SHAIKH KARIM,45,AURANGABAD,BIHAR,Bahujan Maha Party,0,12th Pass,4100000.0,0.6382,0.073,1,3,2,0.0181,7,0,M,0,1869.0,0.0016
4610,DR DHARMENDRA KUMAR,42,AURANGABAD,BIHAR,Akhil Hind Forward Bloc (Krantikari),1,Graduate,6006600.0,0.6382,0.073,1,3,3,0.0181,7,0,M,0,16589.0,0.0177
7727,ZAMBAD SUBHASH MANAKCHAND,56,AURANGABAD,BIHAR,INC,0,12th Pass,140873143.0,0.6382,0.073,3,2,2,0.0181,7,0,M,0,91789.0,0.0766
8684,KUNJBIHARI JUGALKISHOR AGRAWAL,60,AURANGABAD,BIHAR,Pragatishil Samajwadi Party (Lohia),5,Graduate,33018808.0,0.6382,0.073,1,1,3,0.0181,7,0,M,0,1812.0,0.0015
4613,DHIRENDRA KUMAR SINGH,62,AURANGABAD,BIHAR,IND,0,Graduate,8389250.0,0.6382,0.073,1,1,3,0.0181,7,0,M,0,24832.0,0.026600000000000002
8687,MADHUKAR BANSI MAGARE,62,AURANGABAD,BIHAR,Peoples Party of India (Democratic),0,Graduate,6771183.0,0.6382,0.073,1,1,3,0.0181,7,0,M,0,1228.0,0.001
10872,DIPALI LALAJI MISAL,26,AURANGABAD,BIHAR,Bahujan Mukti Party,0,Post Graduate,-920000.0,0.6382,0.073,1,5,4,0.0181,7,0,F,0,1666.0,0.0014000000000000002
10875,JAGAN BABURAO SALVE,42,AURANGABAD,BIHAR,IND,0,Post Graduate,-137000.0,0.6382,0.073,1,3,4,0.0181,7,0,M,0,3216.0,0.0027
10878,SHAIKH KHAJA SHAIKH KASIM KISMATWALA,42,AURANGABAD,BIHAR,IND,0,8th Pass,633100.0,0.6382,0.073,1,3,0,0.0181,7,0,M,0,1869.0,0.0016
10881,TRIBHUVAN MADHUKAR PADMAKAR,51,AURANGABAD,BIHAR,IND,0,12th Pass,307000.0,0.6382,0.073,1,2,2,0.0181,7,0,M,0,1732.0,0.0014000000000000002
8681,ARVIND KISANRAO KAMBLE,27,AURANGABAD,BIHAR,Bahujan Republican Socialist Party,0,Graduate,75000.0,0.6382,0.073,1,5,3,0.0181,7,0,M,0,2779.0,0.0023
4611,SANTOSH KUMAR SINHA,43,AURANGABAD,BIHAR,IND,0,Graduate,1275000.0,0.6382,0.073,1,3,3,0.0181,7,0,M,0,15014.0,0.0161
8685,IMTIAZ JALEEL SYED,50,AURANGABAD,BIHAR,AIMIM,4,Post Graduate,22762768.0,0.6382,0.073,2,2,4,0.0181,7,0,M,1,389042.0,0.3247
4614,YOGENDRA RAM,58,AURANGABAD,BIHAR,IND,0,Literate,155000.0,0.6382,0.073,1,2,0,0.0181,7,0,M,0,11987.0,0.0128
8688,HABIB GAYAS SHAIKH,53,AURANGABAD,BIHAR,Ambedkar National Congress,0,10th Pass,289000.0,0.6382,0.073,1,2,1,0.0181,7,0,M,0,1503.0,0.0013000000000000002
8514,JAYA BALU RAJKUNDAL,54,AURANGABAD,BIHAR,BSP,0,Post Graduate,5225000.0,0.6382,0.073,3,2,4,0.0181,7,0,F,0,4821.0,0.004
10873,KURANGAL SANJAY BABURAO,48,AURANGABAD,BIHAR,IND,0,10th Pass,2218777.0,0.6382,0.073,1,3,1,0.0181,7,0,M,0,1352.0,0.0011
10876,FULARE SURESH ASARAM,38,AURANGABAD,BIHAR,IND,2,12th Pass,3983396.0,0.6382,0.073,1,4,2,0.0181,7,0,M,0,867.0,0.0007000000000000001
10879,SANGITA KALYANRAO NIRMAL,42,AURANGABAD,BIHAR,IND,0,Others,536000.0,0.6382,0.073,1,3,0,0.0181,7,0,F,0,2214.0,0.0018
5391,SUSHIL KUMAR SINGH,53,AURANGABAD,BIHAR,BJP,3,Post Graduate,164148502.0,0.6382,0.073,3,2,4,0.0181,7,0,M,1,427721.0,0.4575
4609,SOM PRAKASH,46,AURANGABAD,BIHAR,Swaraj Party (Loktantrik),0,Graduate,143780000.0,0.6382,0.073,1,3,3,0.0181,7,0,M,0,11713.0,0.0125
7726,KHAIRE CHANDRAKANT,67,AURANGABAD,BIHAR,SHS,9,12th Pass,56240013.0,0.6382,0.073,2,1,2,0.0181,7,0,M,0,384550.0,0.3209
8682,MOHAMMAD MOHASIN,29,AURANGABAD,BIHAR,Navbharat Nirman Party,0,10th Pass,40000.0,0.6382,0.073,1,5,1,0.0181,7,0,M,0,3198.0,0.0027
4612,AVINASH KUMAR,35,AURANGABAD,BIHAR,Peoples Party of India (Democratic),0,Post Graduate,3717856.0,0.6382,0.073,1,4,4,0.0181,7,0,M,0,13680.0,0.0146
8686,UTTAM DHANU RATHOD,65,AURANGABAD,BIHAR,Aasra Lokmanch Party,0,10th Pass,192023.0,0.6382,0.073,1,1,1,0.0181,7,0,M,0,2213.0,0.0018
5921,LIENKHOCHON,39,AUTONOMOUS DISTRICT,ASSAM,NPP,0,8th Pass,6160962.0,0.7318,0.026,2,4,0,0.014,3,0,M,0,10037.0,0.016200000000000003
5368,HOREN SING BEY,49,AUTONOMOUS DISTRICT,ASSAM,BJP,2,Graduate,14737361.23,0.7318,0.026,3,3,3,0.014,3,0,M,1,381316.0,0.6173
5922,HOLIRAM TERANG,61,AUTONOMOUS DISTRICT,ASSAM,Autonomous State Demand Committee,0,Graduate,51285471.0,0.7318,0.026,1,1,3,0.014,3,0,M,0,36915.0,0.059800000000000006
5369,BIREN SINGH ENGTI,76,AUTONOMOUS DISTRICT,ASSAM,INC,0,Post Graduate,7866276.0,0.7318,0.026,3,1,4,0.014,3,0,M,0,141690.0,0.22940000000000002
12551,MOHINDER KUMAR,46,AZAMGARH,UTTAR PRADESH,Sarvshreshth Dal,0,12th Pass,236613.0,0.6972,0.147,1,3,2,0.0121,7,0,M,0,2901.0,0.0028000000000000004
12360,GORAKHRAM NISHAD,55,AZAMGARH,UTTAR PRADESH,Bahujan Uday Manch,0,10th Pass,2087000.0,0.6972,0.147,1,2,1,0.0121,7,0,M,0,1250.0,0.0012
13620,ABHIMANYU SINGH SUNNY,28,AZAMGARH,UTTAR PRADESH,Suheldev Bhartiya Samaj Party,0,Post Graduate,446300.0,0.6972,0.147,1,5,4,0.0121,7,0,M,0,10078.0,0.0098
13623,PAWAN SINGH SAMRAT,34,AZAMGARH,UTTAR PRADESH,Aam Janta Party (India),0,Graduate,7782000.0,0.6972,0.147,1,4,3,0.0121,7,0,M,0,1106.0,0.0011
12552,RAJIV TALWAR,43,AZAMGARH,UTTAR PRADESH,IND,0,Graduate,4147154.0,0.6972,0.147,1,3,3,0.0121,7,0,M,0,2204.0,0.0021
12358,AKHILESH YADAV,45,AZAMGARH,UTTAR PRADESH,SP,0,Graduate Professional,375006166.0,0.6972,0.147,2,3,3,0.0121,7,0,M,1,621578.0,0.604
12361,PRAMOD TIWARI,45,AZAMGARH,UTTAR PRADESH,Janhit Kisan Party,0,8th Pass,1240000.0,0.6972,0.147,1,3,0,0.0121,7,0,M,0,3148.0,0.0031
13621,ARVIND KUMAR PANDEY,41,AZAMGARH,UTTAR PRADESH,Nagrik Ekta Party,0,Post Graduate,5648719.0,0.6972,0.147,1,3,4,0.0121,7,0,M,0,949.0,0.0009
13624,BUDHI RAM,59,AZAMGARH,UTTAR PRADESH,IND,0,Graduate,5455000.0,0.6972,0.147,1,2,3,0.0121,7,0,M,0,2098.0,0.002
12549,GAURAV SINGH,26,AZAMGARH,UTTAR PRADESH,IND,0,Graduate,3606000.0,0.6972,0.147,1,5,3,0.0121,7,0,M,0,1432.0,0.0014000000000000002
12553,DR. RAJEEV PANDEY,38,AZAMGARH,UTTAR PRADESH,IND,0,Post Graduate,2493309.0,0.6972,0.147,1,4,4,0.0121,7,0,M,0,3739.0,0.0036
12359,DINESH LAL YADAV NIRAHUA,40,AZAMGARH,UTTAR PRADESH,BJP,1,12th Pass,53965477.0,0.6972,0.147,3,3,2,0.0121,7,0,M,0,361704.0,0.3515
13619,ANIL SINGH,41,AZAMGARH,UTTAR PRADESH,Rashtriya Ulama Council,0,12th Pass,5045000.0,0.6972,0.147,1,3,2,0.0121,7,0,M,0,6763.0,0.006600000000000001
13622,EHSAN AHMAD,38,AZAMGARH,UTTAR PRADESH,Naitik Party,0,8th Pass,675500.0,0.6972,0.147,1,4,0,0.0121,7,0,M,0,976.0,0.0009
13625,RAJARAM GOND,64,AZAMGARH,UTTAR PRADESH,IND,0,8th Pass,2595000.0,0.6972,0.147,1,1,0,0.0121,7,0,M,0,1931.0,0.0019
9528,KAILASH KUMAR MISHRA,60,BADAUN,UTTAR PRADESH,AIFB,0,Graduate,5212088.0,0.6972,0.147,2,1,3,0.0121,7,0,M,0,4347.0,0.004
7888,MAHESH SHRIWASTAV,44,BADAUN,UTTAR PRADESH,Kalyankari Jantantrik Party,0,10th Pass,9479895.0,0.6972,0.147,1,3,1,0.0121,7,0,M,0,1336.0,0.0012
7403,SALEEM IQWAL SHERVANI,66,BADAUN,UTTAR PRADESH,INC,5,Graduate,758872000.0,0.6972,0.147,3,1,3,0.0121,7,0,M,0,51947.0,0.048
9529,ATUL KUMAR,46,BADAUN,UTTAR PRADESH,IND,0,Graduate,17292769.0,0.6972,0.147,1,3,3,0.0121,7,0,M,0,1681.0,0.0016
7889,SANGH MITRA MAURYA,34,BADAUN,UTTAR PRADESH,BJP,2,Graduate Professional,40372093.0,0.6972,0.147,3,4,3,0.0121,7,0,F,1,511352.0,0.473
11161,SWAMI PAGLANAND,60,BADAUN,UTTAR PRADESH,IND,0,12th Pass,6060955.0,0.6972,0.147,1,1,2,0.0121,7,0,M,0,4085.0,0.0038
8312,DHARMENDRA YADAV,40,BADAUN,UTTAR PRADESH,SP,3,Post Graduate,92178029.0,0.6972,0.147,2,3,4,0.0121,7,0,M,0,492898.0,0.4559
9527,KIRPA SHANKAR SHAKYA,39,BADAUN,UTTAR PRADESH,IND,0,Not Given,1684000.0,0.6972,0.147,1,4,0,0.0121,7,0,M,0,2219.0,0.0021
9530,HARI SINGH,64,BADAUN,UTTAR PRADESH,IND,0,12th Pass,876000.0,0.6972,0.147,1,1,2,0.0121,7,0,M,0,2637.0,0.0024
10493,JAMINDAR MARUTI,37,BAGALKOT,KARNATAKA,Karnataka Jantha Paksha,0,Post Graduate,2500000.0,0.7559999999999999,0.051,1,4,4,0.0143,2,0,M,0,725.0,0.0006
10496,PENDARI BUDDESAB MAKABULSAB,41,BAGALKOT,KARNATAKA,IND,0,Graduate,590590.0,0.7559999999999999,0.051,1,3,3,0.0143,2,0,M,0,1171.0,0.001
7026,RAMANAGOUD S BALAWAD,39,BAGALKOT,KARNATAKA,Hindustan Janta Party,0,Post Graduate,273750.0,0.7559999999999999,0.051,1,4,4,0.0143,2,0,M,0,806.0,0.0007000000000000001
7247,BASANAGOUDA RAMANAGOUDA METI,47,BAGALKOT,KARNATAKA,Secular Democratic Congress,0,10th Pass,9988000.0,0.7559999999999999,0.051,1,3,1,0.0143,2,0,M,0,1016.0,0.0008
10491,MAHMAD HUSEN MUJAWAR,36,BAGALKOT,KARNATAKA,BSP,0,Graduate,50000.0,0.7559999999999999,0.051,3,4,3,0.0143,2,0,M,0,6743.0,0.005600000000000001
10494,MUTTAPPA MUDAKAPPA HIREKUMBI,45,BAGALKOT,KARNATAKA,Raita Bharat Party,0,Literate,1000000.0,0.7559999999999999,0.051,1,3,0,0.0143,2,0,M,0,811.0,0.0007000000000000001
10497,MUTTU S SURAKOD,33,BAGALKOT,KARNATAKA,IND,0,10th Pass,2149000.0,0.7559999999999999,0.051,1,4,1,0.0143,2,0,M,0,2237.0,0.0019
7027,RAVI SHIVAPPA PADASALAGI,42,BAGALKOT,KARNATAKA,IND,1,Post Graduate,13858189.0,0.7559999999999999,0.051,1,3,4,0.0143,2,0,M,0,5489.0,0.0046
7248,GADDIGOUDAR PARVATAGOUDA CHANDANAGOUDA,68,BAGALKOT,KARNATAKA,BJP,0,Graduate Professional,35992672.0,0.7559999999999999,0.051,3,1,3,0.0143,2,0,M,1,664638.0,0.5517000000000001
10492,PARASHURAM LAXMAN NEELNAIK,48,BAGALKOT,KARNATAKA,Republican Party of India (Karnataka),1,12th Pass,3125000.0,0.7559999999999999,0.051,1,3,2,0.0143,2,0,M,0,7486.0,0.0062
10495,ADAGAL RAJENDRA,43,BAGALKOT,KARNATAKA,Bahujan Mukti Party,0,12th Pass,1008950.0,0.7559999999999999,0.051,1,3,2,0.0143,2,0,M,0,645.0,0.0005
10498,SHIVARAJKUMAR AJJAPPA TALAWAR,29,BAGALKOT,KARNATAKA,IND,0,Graduate Professional,109000.0,0.7559999999999999,0.051,1,5,3,0.0143,2,0,M,0,3155.0,0.0026000000000000003
7025,VEENA KASHAPPANAVAR,38,BAGALKOT,KARNATAKA,INC,0,Graduate,51590485.0,0.7559999999999999,0.051,3,4,3,0.0143,2,0,F,0,496451.0,0.4121
7028,M SHASHIKUMAR HLEPADI,44,BAGALKOT,KARNATAKA,Uttama Prajaakeeya Party,0,5th Pass,28873500.0,0.7559999999999999,0.051,1,3,0,0.0143,2,0,M,0,1912.0,0.0016
5469,JAYANT CHAUDHARY,40,BAGHPAT,UTTAR PRADESH,RLD,0,Post Graduate,242879744.0,0.6972,0.147,2,3,4,0.0121,7,0,M,0,502287.0,0.4807
6145,UTTAR KUMAR JINDAL,66,BAGHPAT,UTTAR PRADESH,Bhartiya Naujawan Inklav Party,0,Graduate,15468070.0,0.6972,0.147,1,1,3,0.0121,7,0,M,0,932.0,0.0009
6148,PARVEEN YOGI,49,BAGHPAT,UTTAR PRADESH,Bhartiya Nojawan Dal,0,12th Pass,202000.0,0.6972,0.147,1,3,2,0.0121,7,0,M,0,1047.0,0.001
6151,RUBY KASHYAP,32,BAGHPAT,UTTAR PRADESH,Hindusthan Nirman Dal,0,Graduate,2660000.0,0.6972,0.147,1,4,3,0.0121,7,0,F,0,633.0,0.0006
5470,SUBHASH,44,BAGHPAT,UTTAR PRADESH,IND,0,Literate,900000.0,0.6972,0.147,1,3,0,0.0121,7,0,M,0,2460.0,0.0024
4778,DR. SALEEM AHMAD,59,BAGHPAT,UTTAR PRADESH,Sabse Achchhi Party,1,Graduate,594500.0,0.6972,0.147,1,2,3,0.0121,7,0,M,0,556.0,0.0005
6146,CHAUDHARY MOHKAM,56,BAGHPAT,UTTAR PRADESH,Pragatishil Samajwadi Party (Lohia),2,10th Pass,66000.0,0.6972,0.147,1,2,1,0.0121,7,0,M,0,707.0,0.0007000000000000001
6149,RAMKUMAR,63,BAGHPAT,UTTAR PRADESH,Sarvjan Lok Shakti Party,0,8th Pass,1066000.0,0.6972,0.147,1,1,0,0.0121,7,0,M,0,1250.0,0.0012
6152,JAFAR,51,BAGHPAT,UTTAR PRADESH,IND,0,5th Pass,200000.0,0.6972,0.147,1,2,0,0.0121,7,0,M,0,1400.0,0.0013000000000000002
6144,DR. SATYAPAL SINGH,63,BAGHPAT,UTTAR PRADESH,BJP,1,Post Graduate,78195793.0,0.6972,0.147,3,1,4,0.0121,7,0,M,1,525789.0,0.5032
6147,ISTAKAR ALI,45,BAGHPAT,UTTAR PRADESH,National Lokmat Party,0,8th Pass,1111500.0,0.6972,0.147,1,3,0,0.0121,7,0,M,0,1628.0,0.0016
6150,DAVENDER,38,BAGHPAT,UTTAR PRADESH,Aapki Apni Party (Peoples),0,10th Pass,871480.0,0.6972,0.147,1,4,1,0.0121,7,0,M,0,661.0,0.0006
6153,MANOJ RANA,48,BAGHPAT,UTTAR PRADESH,Akhil Bhartiya Lok Dal,0,10th Pass,16405000.0,0.6972,0.147,1,3,1,0.0121,7,0,M,0,503.0,0.0005
10079,ANISUL AMBIA,56,BAHARAMPUR,WEST BENGAL,SUCI(C),0,Graduate,7549956.0,0.7708,0.077,1,2,3,-0.0155,7,0,M,0,2642.0,0.002
10082,SAIKH ID MOHAMMAD,66,BAHARAMPUR,WEST BENGAL,Revolutionary Socialist Party,0,Graduate,3646250.0,0.7708,0.077,2,1,3,-0.0155,7,0,M,0,13362.0,0.0103
10085,ADHIR RANJAN CHOWDHURY,63,BAHARAMPUR,WEST BENGAL,INC,7,10th Pass,92808453.0,0.7708,0.077,3,1,1,-0.0155,7,0,M,1,591106.0,0.4547
10088,SAMIR BISWAS,38,BAHARAMPUR,WEST BENGAL,IND,0,8th Pass,10200.0,0.7708,0.077,1,4,0,-0.0155,7,0,M,0,13682.0,0.0105
10080,MD. EZARUDDIN,79,BAHARAMPUR,WEST BENGAL,Jamat-E-Seratul Mustakim,0,Post Graduate,527866.0,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,3046.0,0.0023
10083,KRISHNA JOYARDAR,55,BAHARAMPUR,WEST BENGAL,BJP,0,Graduate,6200.0,0.7708,0.077,3,2,3,-0.0155,7,0,M,0,143038.0,0.11
10086,ASISH SINGHA,30,BAHARAMPUR,WEST BENGAL,SHS,0,12th Pass,14300.0,0.7708,0.077,2,4,2,-0.0155,7,0,M,0,1217.0,0.0009
10089,DURBADAL DAS,43,BAHARAMPUR,WEST BENGAL,IND,0,8th Pass,291110.0,0.7708,0.077,1,3,0,-0.0155,7,0,M,0,2691.0,0.0021
10081,APURBA SARKAR,55,BAHARAMPUR,WEST BENGAL,AITC,9,12th Pass,45810502.0,0.7708,0.077,3,2,2,-0.0155,7,0,M,0,510410.0,0.3926
10084,KUSHADHAJ BALA,48,BAHARAMPUR,WEST BENGAL,BSP,0,12th Pass,5249000.0,0.7708,0.077,3,3,2,-0.0155,7,0,M,0,2914.0,0.0022
